,Name_of_Project,Description,Structural_sbard,Vague_both,Anaphoric_taphsir
672,2001_hats,"[SRSreq 26] The HATS-GUI shall allow the user to select the shapes for types of displayed nodes in a displayed graph. At a minimum, the system shall provide two shapes, rectangles and ellipses, for displayed nodes.",1,1,0
673,2001_hats,[SRSreq 27] The Configure/File Associations menu item shall provide an interface for associating files in an application. File associations are shown in Table 6.,1,0,0
674,2001_hats,[SRSreq 28] The Configure/HATS-SML menu item shall provide an interface for the user to enter implementation-dependent information for starting HATS-SML processes.,1,0,0
675,2001_hats,[SRSreq 29] The Run/Generate Parser menu item shall provide an interface for generating a parser program.,1,0,0
676,2001_hats,[SRSreq 30] The Run/Parse Target menu item shall provide an interface for selecting and parsing target programs.,1,0,0
677,2001_hats,[SRSreq 31] The Run/Parse Program menu item shall provide an interface for selecting and parsing transformation language programs.,1,0,0
678,2001_hats,[SRSreq 32] The Run/Execute Transforms menu item shall provide an interface for selecting and executing transformation language programs.,1,0,0
679,2001_hats,[SRSreq 33] The Run/Pretty-print menu item shall provide an interface for selecting SDTs and pretty-print style files and formatting the SDT according to the style.,1,1,0
680,2001_hats,"[SRSreq 34] The View/SDT menu item shall provide an interface for viewing, navigating through, and searching SDTs output from the execution of transformation programs.",1,0,0
681,2001_hats,[SRSreq 35] The View/Text menu item shall provide an interface for viewing and searching pretty-printed text.,1,1,0
682,2001_hats,[SRSreq 36] The View/Standard Error menu item shall provide an interface for viewing error strings collected from HATS-SML.,1,0,0
683,2001_hats,[SRSreq 37] The View/Standard Output menu item shall provide an interface for viewing debugging information collected from HATS-SML.,1,0,0
684,2001_hats,[SRSreq 38] The View/Select Text menu item shall provide an interface for selecting pretty-printed text or text strings associated with SDT displays.,1,1,0
685,2001_hats,[SRSreq 39] The View/Copy Text menu item shall provide an interface for copying selected text into an operating system buffer.,1,0,0
686,2001_hats,"[SRSreq 40]The HATS-GUI shall interface with HATS-SML (version 2.0) in order to parse transformation language programs, execute transformation language programs, and create output SDTs, error messages, pretty-printed text, and parsed transformation language programs. The interface shall consist of starting HATS-SML programs and passing command line arguments and capturing data written to the standard output and standard error streams of the HATS-SML processes. The HATS-SML programs and their command line arguments are described in Appendix D.",1,1,0
687,2001_hats,"[SRSreq 41] The GUI shall allow the user to create, modify, copy, or delete applications or files regardless of the current status of HATS-SML.",1,1,0
688,2001_hats,"[SRSreq 42] If the HATS-GUI attempts to start a HATS-SML program and fails, the HATS-GUI shall notify the user by displaying the following message: “Unable to start HATS-SML.” The HATS-GUI shall provide any other details related to the failure that are available from the Host OS. Examples of information available from an operating system include indications that a specified file does ot exist, that a file cannot be opened due to file protection violations, or that errors occurred during I/O operations. 3.1.3.2. Host OS",1,1,0
689,2001_hats,"[SRSreq 43] The HATS-GUI shall be able to communicate with Sun Solaris, Linux, and Windows 2000. [SRSreq 44] Data sets shall be saved as files using file names with the appropriate extensions. See Table 3 for description of the files and extensions.",1,1,0
690,2001_hats,[SRSreq 45] The user shall be able to initiate processes from an interface provided by the HATS-GUI. The HATS-GUI shall optionally pass command line arguments to the process. Command sequences for initiating processes are part of the application configuration.,1,1,0
691,2001_hats,"[SRSreq 46] After initiating processes for editing files, the HATS-GUI is not responsible for communications with the process other than passing command line arguments.",1,0,0
692,2001_hats,"The HATS-GUI shall interact with the HOST OS file services to perform the following tasks:
• Create new files
• Delete existing files
• Open an existing file for read and/or write
• Read from an open file
• Write to an open file
• Close an open file
",1,0,0
